时间	开盘	最高	最低	收盘	涨跌	涨幅%	振幅%	总手(万)	金额(亿)	
2004-05-19,三	1559.26	1575.38	1548.16	1558.29	+2.85	0.18	1.75	1321180580	9588837500	
2004-05-20,四	1556.69	1571.30	1542.22	1549.06	-9.23	-0.59	1.87	1055951260	7063731100	
2004-05-21,五	1548.56	1559.86	1545.62	1558.33	+9.27	0.60	0.919	1014954110	6357027200	
2004-05-24,一	1559.55	1562.33	1547.36	1550.35	-7.98	-0.51	0.961	931573690	5981192600	
2004-05-25,二	1549.02	1549.59	1516.35	1518.05	-32.30	-2.08	2.14	1011128050	7048290500	
2004-05-26,三	1515.16	1529.91	1508.65	1524.44	+6.39	0.42	1.40	809271280	5533020200	
2004-05-27,四	1524.94	1559.55	1515.97	1557.18	+32.74	2.15	2.86	1352919400	9268049500	
2004-05-28,五	1558.42	1561.00	1545.65	1548.72	-8.46	-0.54	0.986	952594970	6628512800	
2004-05-31,一	1549.03	1556.79	1544.71	1555.91	+7.18	0.46	0.780	809242710	5586197100	
2004-06-01,二	1555.56	1579.82	1553.12	1579.66	+23.75	1.53	1.72	1438647900	11035326000	
2004-06-02,三	1580.21	1580.57	1562.24	1567.07	-12.59	-0.80	1.16	1452263000	11697217600	
2004-06-03,四	1566.42	1566.83	1540.74	1543.53	-23.54	-1.50	1.66	1178527530	9216851600	
2004-06-04,五	1541.09	1549.50	1534.99	1542.09	-1.44	-0.09	0.940	1174633530	8151322900	
2004-06-07,一	1538.46	1538.50	1508.87	1517.15	-24.94	-1.62	1.92	997591200	7066976000	
2004-06-08,二	1514.78	1519.99	1488.63	1493.81	-23.33	-1.54	2.07	1075494650	7770319300	
2004-06-09,三	1492.20	1497.18	1464.16	1468.07	-25.74	-1.72	2.21	1236776970	8756699900	
2004-06-10,四	1465.56	1478.17	1456.32	1468.34	+0.27	0.02	1.49	1133707470	7739197700	
2004-06-11,五	1471.69	1499.46	1469.54	1472.07	+3.73	0.25	2.04	1108633970	7772181800	
2004-06-14,一	1471.45	1471.45	1431.31	1438.74	-33.34	-2.26	2.73	1129566000	7593384400	
2004-06-15,二	1436.08	1469.57	1433.03	1463.78	+25.04	1.74	2.54	1072608710	7223726300	
2004-06-16,三	1465.23	1491.69	1452.58	1475.42	+11.64	0.80	2.67	1178713470	7844605900	
2004-06-17,四	1475.27	1478.49	1443.53	1445.50	-29.92	-2.03	2.37	984752530	6783634600	
2004-06-18,五	1442.48	1442.48	1411.03	1427.30	-18.20	-1.26	2.18	1052046150	7343849300	
2004-06-21,一	1421.83	1434.20	1414.97	1433.47	+6.17	0.43	1.35	822123470	5846250500	
2004-06-22,二	1434.42	1456.13	1430.96	1450.68	+17.22	1.20	1.76	1114136950	8316544900	
2004-06-23,三	1450.07	1450.11	1428.80	1440.73	-9.95	-0.69	1.47	871305720	6505749000	
2004-06-24,四	1438.31	1447.39	1426.49	1427.75	-12.98	-0.90	1.45	950689840	6935926200	
2004-06-25,五	1426.55	1434.47	1399.39	1401.11	-26.64	-1.87	2.46	985414530	7064110500	
2004-06-28,一	1396.36	1397.52	1380.20	1385.18	-15.93	-1.14	1.24	831375830	5621284200	
2004-06-29,二	1384.64	1409.38	1376.22	1408.69	+23.51	1.70	2.39	1065400080	6847560900	
2004-06-30,三	1408.27	1415.84	1394.68	1399.16	-9.53	-0.68	1.50	870969950	5567715000	
2004-07-01,四	1398.20	1445.10	1396.35	1441.07	+41.91	3.00	3.48	1458009800	9389312600	
2004-07-02,五	1441.12	1447.61	1428.07	1441.19	+0.12	0.01	1.36	1106876650	7259998500	
2004-07-05,一	1440.17	1444.93	1429.12	1444.59	+3.40	0.24	1.10	839889630	5422659400	
2004-07-06,二	1445.40	1466.78	1445.32	1450.50	+5.91	0.41	1.49	1257950370	8269708700	
2004-07-07,三	1448.95	1448.96	1434.29	1438.40	-12.10	-0.83	1.01	811075020	5335863400	
2004-07-08,四	1436.47	1440.64	1426.95	1439.78	+1.38	0.10	0.952	715849530	4646707800	
2004-07-09,五	1439.73	1451.75	1429.14	1430.65	-9.13	-0.63	1.57	741872950	4903993900	
2004-07-12,一	1426.25	1426.25	1393.81	1397.15	-33.51	-2.34	2.27	893013510	5651494100	
2004-07-13,二	1395.35	1403.14	1389.16	1399.46	+2.31	0.17	1.00	735862690	4573022500	
2004-07-14,三	1399.87	1408.99	1378.91	1403.76	+4.29	0.31	2.15	1050691070	6564523400	
2004-07-15,四	1404.47	1422.26	1399.98	1421.54	+17.79	1.27	1.59	1277115460	8379324000	
2004-07-16,五	1423.69	1458.39	1422.24	1456.13	+34.59	2.43	2.54	2293594200	14521785000	
2004-07-19,一	1456.77	1465.84	1447.05	1457.54	+1.41	0.10	1.29	1349306200	8918160400	
2004-07-20,二	1457.23	1457.29	1440.06	1447.94	-9.60	-0.66	1.18	1244757120	8267580300	
2004-07-21,三	1446.52	1452.86	1436.85	1448.04	+0.10	0.01	1.11	964404640	6525011900	
2004-07-22,四	1448.13	1449.69	1404.54	1407.44	-40.60	-2.80	3.12	1323534080	8737395800	
2004-07-23,五	1403.36	1408.46	1387.26	1407.40	-0.04	-0.00	1.51	1099760930	6923956300	
2004-07-26,一	1401.84	1401.88	1381.91	1387.67	-19.73	-1.40	1.42	844441180	5300205700	
2004-07-27,二	1386.99	1395.31	1373.42	1384.13	-3.54	-0.26	1.58	950809870	5818165800	
2004-07-28,三	1385.50	1397.17	1366.50	1388.81	+4.68	0.34	2.22	1042229280	6177062900	
2004-07-29,四	1388.62	1407.36	1385.96	1407.33	+18.52	1.33	1.54	1150894590	7127885100	
2004-07-30,五	1408.49	1409.12	1384.74	1386.20	-21.13	-1.50	1.73	931176410	5871532000	
2004-08-02,一	1381.88	1383.08	1370.50	1373.22	-12.99	-0.94	0.907	727150010	4735426600	
2004-08-03,二	1371.28	1378.20	1363.69	1366.26	-6.96	-0.51	1.06	779246500	5436678500	
2004-08-04,三	1365.67	1424.55	1364.01	1404.51	+38.25	2.80	4.43	1770908300	10832307500	
2004-08-05,四	1402.37	1413.08	1387.55	1389.04	-15.47	-1.10	1.82	1104324690	6800556500	
2004-08-06,五	1388.07	1400.95	1380.32	1390.46	+1.42	0.10	1.49	923548520	5898388400	
2004-08-09,一	1388.08	1397.59	1382.94	1395.85	+5.39	0.39	1.05	822481880	5068288300	
2004-08-10,二	1396.62	1404.72	1390.94	1400.77	+4.92	0.35	0.987	716267260	4507090900	
2004-08-11,三	1401.02	1401.25	1382.24	1384.96	-15.81	-1.13	1.36	794807960	4806191700	
2004-08-12,四	1378.79	1378.79	1357.08	1368.20	-16.77	-1.21	1.57	875534640	5137067800	
2004-08-13,五	1361.98	1377.82	1358.32	1368.45	+0.25	0.02	1.43	859205120	5353425100	
2004-08-16,一	1366.52	1369.87	1350.84	1354.51	-13.94	-1.02	1.39	812160690	4673419100	
2004-08-17,二	1354.38	1364.41	1344.81	1360.20	+5.69	0.42	1.45	756885270	4698175300	
2004-08-18,三	1359.87	1371.23	1357.03	1358.22	-1.98	-0.15	1.04	798052030	5102229500	
2004-08-19,四	1357.23	1357.27	1333.48	1340.45	-17.77	-1.31	1.75	862367290	5098505700	
2004-08-20,五	1338.31	1349.48	1327.77	1341.74	+1.29	0.10	1.62	883586760	4926799100	
2004-08-23,一	1339.93	1339.94	1322.98	1325.41	-16.33	-1.22	1.26	677042130	3922718500	
2004-08-24,二	1323.79	1347.15	1317.56	1344.63	+19.21	1.45	2.23	1016638750	5432909100	
2004-08-25,三	1344.46	1346.97	1334.29	1339.78	-4.84	-0.36	0.943	687925560	3810560500	
2004-08-26,四	1339.62	1340.95	1330.22	1334.42	-5.36	-0.40	0.801	608427470	3497269000	
2004-08-27,五	1333.31	1337.73	1314.60	1320.61	-13.81	-1.03	1.73	712647950	4034196600	
2004-08-30,一	1318.32	1322.23	1310.02	1319.41	-1.21	-0.09	0.924	628942320	3410187700	
2004-08-31,二	1342.30	1360.75	1331.76	1342.06	+22.65	1.72	2.20	1259235250	6873347900	
2004-09-01,三	1340.75	1340.77	1319.86	1321.46	-20.60	-1.53	1.56	675869410	3639041000	
2004-09-02,四	1319.07	1328.61	1303.19	1327.93	+6.47	0.49	1.92	920782080	4812775000	
2004-09-03,五	1327.81	1333.22	1319.83	1327.12	-0.81	-0.06	1.01	820627050	4056540400	
2004-09-06,一	1326.46	1326.87	1315.96	1321.47	-5.65	-0.43	0.822	608546340	3194217400	
2004-09-07,二	1321.21	1325.68	1312.31	1324.29	+2.83	0.21	1.01	630850770	3166533800	
2004-09-08,三	1322.84	1323.26	1302.11	1309.33	-14.96	-1.13	1.60	860049690	4048421700	
2004-09-09,四	1307.47	1307.47	1281.75	1284.31	-25.03	-1.91	1.96	866753950	4421933700	
2004-09-10,五	1281.58	1287.75	1270.94	1287.08	+2.77	0.22	1.31	651213820	3369487100	
2004-09-13,一	1285.32	1285.32	1259.43	1260.32	-26.76	-2.08	2.01	729331520	3813116100	
2004-09-14,二	1266.23	1305.73	1266.23	1300.36	+40.04	3.18	3.13	1319799630	6965915500	
2004-09-15,三	1303.29	1374.04	1301.38	1355.23	+54.87	4.22	5.59	3096444300	17022337000	
2004-09-16,四	1364.25	1377.99	1354.20	1371.20	+15.98	1.18	1.76	2405360500	13489356000	
2004-09-17,五	1373.50	1415.64	1368.54	1414.70	+43.50	3.17	3.43	3301870400	18842047000	
2004-09-20,一	1423.97	1463.79	1422.90	1463.22	+48.52	3.43	2.89	4494084600	26290815000	
2004-09-21,二	1466.20	1467.54	1436.51	1448.56	-14.66	-1.00	2.12	3840342100	22392127000	
2004-09-22,三	1444.25	1451.41	1414.70	1420.15	-28.41	-1.96	2.53	3223892500	19496834000	
2004-09-23,四	1417.39	1464.98	1408.61	1464.78	+44.63	3.14	3.97	2374492400	14700579000	
2004-09-24,五	1475.09	1496.21	1434.31	1435.56	-29.22	-1.99	4.23	4347562800	28667519000	
2004-09-27,一	1452.51	1466.40	1419.31	1427.40	-8.17	-0.57	3.28	2109919600	12904648800	
2004-09-28,二	1430.22	1438.05	1416.60	1435.59	+8.19	0.57	1.50	1502751300	9254854500	
2004-09-29,三	1436.71	1438.98	1417.83	1420.01	-15.58	-1.09	1.47	1403657200	8676821300	
2004-09-30,四	1418.11	1420.05	1390.68	1396.70	-23.31	-1.64	2.07	1368002300	8234662300	
2004-10-08,五	1395.67	1423.20	1373.93	1422.93	+26.23	1.88	3.53	1471340400	9385252700	
2004-10-11,一	1424.23	1437.57	1409.22	1413.15	-9.78	-0.69	1.99	2434911500	16434170000	
2004-10-12,二	1410.61	1410.61	1380.69	1384.44	-28.72	-2.03	2.12	1789721900	11572506400	
2004-10-13,三	1382.36	1393.65	1372.06	1386.72	+2.28	0.16	1.56	1496230800	9790164900	
2004-10-14,四	1386.86	1387.36	1331.13	1332.94	-53.78	-3.88	4.05	1835057400	11661332700	
2004-10-15,五	1328.47	1340.12	1312.55	1330.52	-2.42	-0.18	2.07	1436161700	8960323300	
2004-10-18,一	1332.52	1341.78	1316.32	1335.39	+4.88	0.37	1.91	1065864050	6804062900	
2004-10-19,二	1339.06	1361.81	1334.47	1337.62	+2.22	0.17	2.05	1377957600	8444424400	
2004-10-20,三	1337.71	1337.72	1311.88	1330.58	-7.03	-0.53	1.93	1239970300	7605659700	
2004-10-21,四	1331.22	1340.96	1304.54	1310.55	-20.04	-1.51	2.74	1710204800	10673486200	
2004-10-22,五	1310.85	1330.56	1294.04	1329.36	+18.81	1.44	2.79	1872633800	11619270400	
2004-10-25,一	1337.25	1346.88	1308.89	1311.15	-18.20	-1.37	2.86	1844854000	11808958200	
2004-10-26,二	1309.62	1325.20	1289.87	1324.78	+13.63	1.04	2.69	1788286200	10965410200	
2004-10-27,三	1326.92	1343.03	1314.87	1342.80	+18.02	1.36	2.13	2166205000	12961626900	
2004-10-28,四	1340.82	1356.63	1336.75	1341.74	-1.06	-0.08	1.48	2059737100	12244172700	
2004-10-29,五	1316.60	1337.28	1304.07	1320.54	-21.20	-1.58	2.48	1877759000	11215927800	
2004-11-01,一	1317.66	1323.10	1304.29	1305.29	-15.25	-1.15	1.42	1259068040	7218346700	
2004-11-02,二	1303.88	1306.28	1290.99	1301.53	-3.76	-0.29	1.17	1154923450	6711524300	
2004-11-03,三	1304.58	1327.50	1301.32	1326.75	+25.22	1.94	2.01	1393492300	8411264100	
2004-11-04,四	1328.12	1338.26	1301.36	1304.78	-21.97	-1.66	2.78	1458800500	8753620400	
2004-11-05,五	1308.65	1315.94	1298.71	1305.13	+0.35	0.03	1.32	1055221110	6257655700	
2004-11-08,一	1303.52	1307.62	1292.91	1304.23	-0.90	-0.07	1.13	787627340	4398204200	
2004-11-09,二	1304.37	1313.15	1299.94	1307.43	+3.20	0.25	1.01	761001920	4270396100	
2004-11-10,三	1310.32	1360.71	1302.70	1354.39	+46.96	3.59	4.44	2438677200	14102138000	
2004-11-11,四	1358.65	1379.86	1346.03	1347.07	-7.32	-0.54	2.50	2858015700	16803175000	
2004-11-12,五	1346.84	1360.33	1341.12	1352.22	+5.15	0.38	1.43	1627932500	9490677800	
2004-11-15,一	1354.48	1370.62	1354.48	1370.05	+17.83	1.32	1.19	1498088800	8929425600	
2004-11-16,二	1372.58	1376.19	1361.28	1370.39	+0.34	0.03	1.09	1475839100	8616093000	
2004-11-17,三	1370.70	1370.79	1350.52	1356.14	-14.25	-1.04	1.48	1274982350	7593392500	
2004-11-18,四	1353.50	1368.06	1352.89	1367.83	+11.69	0.86	1.12	1223205910	7315559000	
2004-11-19,五	1369.81	1380.02	1365.24	1379.96	+12.13	0.89	1.08	1516713600	8670276900	
2004-11-22,一	1381.58	1387.34	1374.41	1383.02	+3.06	0.22	0.937	1885587700	10273902300	
2004-11-23,二	1383.53	1383.79	1368.14	1371.24	-11.78	-0.85	1.13	1817406000	10039118900	
2004-11-24,三	1371.32	1380.77	1358.45	1359.13	-12.12	-0.88	1.63	1743296200	9764012700	
2004-11-25,四	1358.41	1362.16	1348.41	1358.33	-0.79	-0.06	1.01	1437487200	7758391000	
2004-11-26,五	1357.54	1362.49	1354.80	1356.73	-1.61	-0.12	0.567	1131710370	6121805700	
2004-11-29,一	1354.58	1354.58	1335.61	1337.43	-19.29	-1.42	1.40	1178076710	6080041400	
2004-11-30,二	1336.00	1341.48	1332.29	1340.77	+3.34	0.25	0.687	1021904050	5475046400	
2004-12-01,三	1340.92	1342.55	1332.97	1334.94	-5.83	-0.43	0.714	1024362330	5797059400	
2004-12-02,四	1333.57	1334.06	1324.55	1333.09	-1.85	-0.14	0.712	1350278900	7714799600	
2004-12-03,五	1333.01	1343.71	1332.86	1337.20	+4.11	0.31	0.814	1392508700	8201369500	
2004-12-06,一	1337.81	1342.83	1327.38	1339.64	+2.45	0.18	1.16	1111516380	6326780400	
2004-12-07,二	1339.82	1340.88	1322.82	1323.75	-15.89	-1.19	1.35	1074286570	5960762500	
2004-12-08,三	1331.28	1337.87	1322.05	1326.44	+2.69	0.20	1.20	906121040	4929900900	
2004-12-09,四	1326.74	1352.46	1318.47	1338.81	+12.37	0.93	2.56	1612700700	8334090700	
2004-12-10,五	1336.63	1340.37	1316.64	1317.72	-21.09	-1.58	1.77	1162000060	6280950500	
2004-12-13,一	1312.61	1314.40	1299.80	1309.70	-8.02	-0.61	1.11	906014310	4859194700	
2004-12-14,二	1309.07	1315.89	1303.15	1307.55	-2.14	-0.16	0.973	886924400	4652200300	
2004-12-15,三	1307.34	1317.82	1291.86	1313.05	+5.49	0.42	1.99	1259030110	6514900000	
2004-12-16,四	1311.03	1317.62	1302.48	1305.02	-8.03	-0.61	1.15	1033544190	5060280800	
2004-12-17,五	1303.94	1303.94	1288.24	1290.49	-14.53	-1.11	1.20	842039320	4229595100	
2004-12-20,一	1286.07	1286.07	1272.15	1275.46	-15.03	-1.16	1.08	886645300	4603037800	
2004-12-21,二	1275.09	1285.71	1271.03	1275.17	-0.29	-0.02	1.15	753993860	3734396400	
2004-12-22,三	1277.18	1307.73	1275.06	1307.57	+32.40	2.54	2.56	1411055700	7370728900	
2004-12-23,四	1308.58	1308.59	1280.72	1282.72	-24.85	-1.90	2.13	897319120	4917096400	
2004-12-24,五	1281.32	1290.66	1280.38	1285.04	+2.32	0.18	0.801	767426340	4282648400	
2004-12-27,一	1285.41	1292.31	1276.73	1280.27	-4.76	-0.37	1.21	781566040	4172827400	
2004-12-28,二	1280.93	1283.63	1271.91	1278.94	-1.33	-0.10	0.916	855503860	4318210100	
2004-12-29,三	1278.69	1285.55	1270.89	1274.31	-4.63	-0.36	1.15	922203990	4767536600	
2004-12-30,四	1273.15	1280.57	1264.15	1273.71	-0.60	-0.05	1.29	962330500	5014102700	
2004-12-31,五	1275.39	1280.83	1264.49	1266.50	-7.21	-0.57	1.28	921845070	4695701300	
2005-01-04,二	1260.78	1260.78	1238.18	1242.77	-23.72	-1.87	1.78	871330120	4418452000	
2005-01-05,三	1241.68	1258.58	1235.75	1252.70	+9.92	0.80	1.84	915431620	4916589300	
2005-01-06,四	1252.49	1252.73	1234.24	1239.43	-13.27	-1.06	1.48	835091620	4381370300	
2005-01-07,五	1239.32	1256.31	1235.51	1244.75	+5.32	0.43	1.68	932167280	5040041900	
2005-01-10,一	1243.58	1252.72	1236.09	1252.40	+7.66	0.61	1.34	762210140	4118291800	
2005-01-11,二	1252.71	1260.87	1247.84	1257.46	+5.06	0.40	1.04	807191110	4368276200	
2005-01-12,三	1257.17	1257.19	1246.42	1256.92	-0.54	-0.04	0.857	714122280	3799862900	
2005-01-13,四	1255.72	1259.50	1251.02	1256.31	-0.61	-0.05	0.675	920220940	5003680900	
2005-01-14,五	1255.87	1268.86	1243.87	1245.62	-10.69	-0.85	1.99	1040610500	5272487500	
2005-01-17,一	1235.57	1236.40	1214.07	1216.65	-28.97	-2.33	1.79	1053161960	5434886300	
2005-01-18,二	1215.78	1226.04	1207.05	1225.45	+8.80	0.72	1.56	1066016620	5294355400	
2005-01-19,三	1225.08	1225.08	1214.64	1218.11	-7.35	-0.60	0.852	969879990	4677974200	
2005-01-20,四	1213.37	1213.96	1199.17	1204.39	-13.71	-1.13	1.21	1077554830	5383794400	
2005-01-21,五	1201.93	1237.91	1189.21	1234.48	+30.08	2.50	4.04	1771208700	9001891100	
2005-01-24,一	1258.02	1265.95	1239.80	1255.78	+21.30	1.73	2.12	1872198000	9786782700	
2005-01-25,二	1252.35	1254.87	1239.16	1254.23	-1.54	-0.12	1.25	1218406910	6439329700	
2005-01-26,三	1252.37	1254.23	1240.13	1241.96	-12.28	-0.98	1.12	998503320	5351521300	
2005-01-27,四	1239.58	1241.14	1223.88	1225.89	-16.07	-1.29	1.39	982323720	4955027500	
2005-01-28,五	1223.73	1226.30	1208.86	1213.67	-12.22	-1.00	1.42	849292110	4199937500	
2005-01-31,一	1210.76	1210.76	1190.17	1191.82	-21.85	-1.80	1.70	963152460	4668009600	
2005-02-01,二	1189.50	1203.07	1187.26	1188.93	-2.89	-0.24	1.33	995060880	4907930700	
2005-02-02,三	1189.50	1253.16	1189.50	1252.50	+63.57	5.35	5.35	2035913500	10397266900	
2005-02-03,四	1253.81	1269.16	1236.18	1242.31	-10.19	-0.81	2.63	2134442900	10897290900	
2005-02-04,五	1238.61	1274.12	1235.64	1269.00	+26.70	2.15	3.10	1788862500	9664344600	
2005-02-16,三	1276.02	1291.47	1270.32	1278.88	+9.88	0.78	1.67	1549554600	7980113900	
2005-02-17,四	1280.03	1280.03	1263.71	1276.13	-2.75	-0.21	1.28	1175889630	6103111100	
2005-02-18,五	1275.66	1278.62	1258.56	1258.97	-17.17	-1.35	1.57	1116879960	5785501600	
2005-02-21,一	1259.53	1284.94	1259.51	1284.48	+25.51	2.03	2.02	1320871220	6930691900	
2005-02-22,二	1285.63	1312.53	1282.78	1309.28	+24.80	1.93	2.32	2375482800	12773513500	
2005-02-23,三	1309.62	1316.59	1299.15	1309.48	+0.20	0.02	1.33	3751665600	13699232000	
2005-02-24,四	1307.04	1310.97	1296.98	1309.95	+0.47	0.04	1.07	2514425500	11356347700	
2005-02-25,五	1311.37	1328.53	1311.21	1312.45	+2.50	0.19	1.32	2984585000	13978978000	
2005-02-28,一	1311.44	1315.14	1298.93	1306.00	-6.44	-0.49	1.24	2002418800	10244600500	
2005-03-01,二	1305.25	1308.76	1295.64	1303.41	-2.59	-0.20	1.00	1655622900	7981055100	
2005-03-02,三	1303.31	1316.72	1285.92	1287.87	-15.54	-1.19	2.36	2179350500	10749393200	
2005-03-03,四	1285.20	1295.25	1276.88	1294.34	+6.47	0.50	1.43	1428346200	6981237900	
2005-03-04,五	1294.16	1299.60	1286.48	1287.71	-6.63	-0.51	1.01	1267736890	6269241700	
2005-03-07,一	1288.41	1296.88	1287.74	1293.74	+6.03	0.47	0.710	1232107430	6283006000	
2005-03-08,二	1298.25	1318.90	1296.91	1318.27	+24.53	1.90	1.70	2185523000	11159503100	
2005-03-09,三	1321.21	1326.08	1310.23	1316.79	-1.48	-0.11	1.20	2326938200	12224773500	
2005-03-10,四	1316.90	1316.90	1282.53	1286.23	-30.56	-2.32	2.61	2228345200	10537289200	
2005-03-11,五	1284.51	1292.53	1278.15	1289.94	+3.71	0.29	1.12	1702529400	9039329500	
2005-03-14,一	1288.98	1304.11	1271.51	1293.50	+3.56	0.28	2.53	2212036200	11968377500	
2005-03-15,二	1293.13	1293.26	1266.64	1269.14	-24.36	-1.88	2.06	1959945800	9678243100	
2005-03-16,三	1267.05	1268.19	1247.89	1255.59	-13.56	-1.07	1.60	1674657000	8330513700	
2005-03-17,四	1255.98	1257.79	1242.51	1243.48	-12.11	-0.96	1.22	1486869800	7813701000	
2005-03-18,五	1242.45	1248.03	1223.62	1227.40	-16.07	-1.29	1.96	1538051100	7341657900	
2005-03-21,一	1226.14	1232.82	1220.82	1231.05	+3.64	0.30	0.977	1147260540	5815375600	
2005-03-22,二	1230.68	1231.68	1202.43	1206.92	-24.12	-1.96	2.38	1695236500	8148375000	
2005-03-23,三	1205.76	1218.01	1194.32	1201.65	-5.27	-0.44	1.96	1567702800	7851213100	
2005-03-24,四	1200.26	1208.61	1187.58	1208.19	+6.54	0.54	1.75	1322520910	6700150700	
2005-03-25,五	1207.20	1211.16	1199.87	1205.63	-2.56	-0.21	0.934	1363859500	5076361200	
2005-03-28,一	1204.85	1204.85	1185.46	1200.11	-5.52	-0.46	1.61	1095572980	4909950900	
2005-03-29,二	1199.69	1209.23	1194.59	1195.02	-5.10	-0.42	1.22	1259484910	5191811800	
2005-03-30,三	1192.45	1192.45	1171.81	1172.57	-22.44	-1.88	1.73	1706046900	6153729500	
2005-03-31,四	1168.83	1181.53	1162.03	1181.24	+8.66	0.74	1.66	1324088820	5371672100	
2005-04-01,五	1180.37	1237.80	1173.54	1223.57	+42.33	3.58	5.44	2627204100	10792487100	
2005-04-04,一	1212.12	1218.28	1196.95	1202.97	-20.60	-1.68	1.74	1722282800	7947332000	
2005-04-05,二	1200.69	1209.34	1189.26	1191.74	-11.22	-0.93	1.67	1385003200	6448636900	
2005-04-06,三	1191.20	1220.42	1183.91	1214.87	+23.12	1.94	3.06	2035988800	9920447900	
2005-04-07,四	1216.73	1248.06	1213.65	1225.49	+10.62	0.87	2.83	2917217600	14124443000	
2005-04-08,五	1225.05	1249.20	1218.76	1248.52	+23.03	1.88	2.48	2117030300	10084950500	
2005-04-11,一	1248.15	1252.81	1235.36	1240.97	-7.55	-0.60	1.40	2196619400	11032464800	
2005-04-12,二	1239.13	1239.13	1218.51	1219.51	-21.46	-1.73	1.66	1603007700	7600585400	
2005-04-13,三	1228.97	1254.32	1228.97	1248.20	+28.69	2.35	2.08	2475214300	11064208800	
2005-04-14,四	1252.21	1253.60	1233.24	1234.33	-13.87	-1.11	1.63	1835192000	8614317300	
2005-04-15,五	1229.68	1229.68	1213.20	1216.96	-17.37	-1.41	1.33	1785349800	7801305400	
2005-04-18,一	1212.39	1212.39	1190.98	1197.73	-19.23	-1.58	1.76	1383040200	6296262200	
2005-04-19,二	1196.28	1202.49	1191.23	1199.90	+2.17	0.18	0.940	1227685940	6108772700	
2005-04-20,三	1198.96	1198.96	1178.64	1184.19	-15.71	-1.31	1.69	1393891800	5938905900	
2005-04-21,四	1182.21	1190.54	1167.99	1172.56	-11.64	-0.98	1.90	1641622400	7070086200	
2005-04-22,五	1171.03	1177.89	1163.40	1169.19	-3.37	-0.29	1.24	1659527100	7266510500	
2005-04-25,一	1166.34	1166.34	1146.41	1157.97	-11.22	-0.96	1.70	1735458200	6908598400	
2005-04-26,二	1155.64	1169.15	1151.64	1165.34	+7.36	0.64	1.51	1674878700	7207425000	
2005-04-27,三	1165.10	1166.20	1148.14	1148.76	-16.58	-1.42	1.55	1635523700	7082585000	
2005-04-28,四	1145.75	1172.71	1135.73	1169.12	+20.36	1.77	3.22	2121513700	9044192100	
2005-04-29,五	1168.33	1170.20	1155.98	1159.15	-9.97	-0.85	1.22	1681645900	7373838100	
2005-05-09,一	1160.62	1165.39	1130.41	1130.84	-28.31	-2.44	3.02	1474222100	5551480600	
2005-05-10,二	1126.82	1135.80	1108.42	1135.56	+4.73	0.42	2.42	1704145700	6768361100	
2005-05-11,三	1134.60	1140.17	1121.87	1124.27	-11.29	-0.99	1.61	1358217900	5633261000	
2005-05-12,四	1122.18	1122.92	1099.84	1103.99	-20.28	-1.80	2.05	1567428100	6506232800	
2005-05-13,五	1101.61	1120.17	1093.28	1107.63	+3.63	0.33	2.44	1602405600	6567864500	
2005-05-16,一	1105.40	1105.40	1082.14	1095.47	-12.16	-1.10	2.10	1241400450	5058195500	
2005-05-17,二	1091.26	1108.18	1083.94	1099.64	+4.17	0.38	2.21	1320638860	5353712600	
2005-05-18,三	1099.74	1108.84	1090.30	1102.97	+3.33	0.30	1.69	1223221380	5061369100	
2005-05-19,四	1101.75	1107.23	1083.12	1103.48	+0.51	0.05	2.19	1251934700	5120491700	
2005-05-20,五	1100.49	1108.61	1094.67	1099.27	-4.21	-0.38	1.26	1140324840	4520424400	
2005-05-23,一	1095.31	1095.31	1069.44	1070.84	-28.43	-2.59	2.35	1229540120	4305639100	
2005-05-24,二	1066.00	1078.10	1057.54	1073.85	+3.00	0.28	1.92	1406128400	5065246100	
2005-05-25,三	1072.52	1082.18	1064.88	1072.14	-1.71	-0.16	1.61	1186055040	4489152100	
2005-05-26,四	1071.21	1077.44	1055.82	1058.87	-13.27	-1.24	2.02	1131800510	4454779100	
2005-05-27,五	1056.32	1068.21	1050.06	1051.95	-6.92	-0.65	1.71	1284677500	4902913600	
2005-05-30,一	1049.72	1063.95	1043.28	1060.16	+8.22	0.78	1.97	1129720860	4083244300	
2005-05-31,二	1061.61	1070.50	1057.75	1060.74	+0.58	0.05	1.20	1140383600	4241957000	
2005-06-01,三	1059.61	1063.52	1035.71	1039.19	-21.55	-2.03	2.62	1236583410	4695648600	
2005-06-02,四	1036.73	1036.73	1008.75	1016.06	-23.12	-2.23	2.69	1612337200	5557807400	
2005-06-03,五	1013.90	1019.92	1000.52	1013.64	-2.43	-0.24	1.91	1355099100	4502218700	
2005-06-06,一	1010.38	1034.85	998.23	1034.38	+20.74	2.05	3.61	1598514600	5027262800	
2005-06-07,二	1036.62	1055.63	1029.54	1030.94	-3.44	-0.33	2.52	2063114700	7466015900	
2005-06-08,三	1044.18	1118.69	1040.16	1115.58	+84.64	8.21	7.62	5333859800	19011909000	
2005-06-09,四	1118.81	1146.42	1103.68	1131.05	+15.47	1.39	3.83	5096364100	19595252000	
2005-06-10,五	1130.55	1130.55	1101.83	1108.29	-22.77	-2.01	2.54	3429897300	13613185000	
2005-06-13,一	1105.96	1112.10	1085.87	1106.29	-2.00	-0.18	2.37	2399555600	8942352900	
